"","POPULATION_CU","POPULATION","POP_ID","SPECIES","Y_LAT","X_LONGT","CU_NAME","CU_ACRO","FULL_CU_IN","cuid","IS_INDICATOR","REGION","year_start","year_final","START_SPAWN_DT","nYears_START_SPAWN_DT","nYearsOutside_START_SPAWN_DT","PEAK_SPAWN_DT","nYears_PEAK_SPAWN_DT","nYearsOutside_PEAK_SPAWN_DT","END_SPAWN_DT","nYears_END_SPAWN_DT","nYearsOutside_END_SPAWN_DT","DQ_START","DQ_PEAK","DQ_END"
"4800","Quigley Creek (Kitimat-Butedale) Coho_CO-27","Quigley Creek (Kitimat-Butedale) Coho",43801,"Coho",52.6544212850719,-128.734868559071,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2015,246.310344827586,29,27,269.28,25,23,290.892857142857,28,21,2,2,1
"4801","Quigley Creek (Kitimat-Butedale) Pink_PKE-5","Quigley Creek (Kitimat-Butedale) Pink",43802,"Pink",52.6544212850719,-128.734868559071,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"Y","Central Coast",1954,2014,243.333333333333,21,20,256.625,24,22,266.3,20,16,2,2,2
"4802","Quigley Creek (Kitimat-Butedale) Pink_PKO-12","Quigley Creek (Kitimat-Butedale) Pink",43802,"Pink",52.6544212850719,-128.734868559071,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"Y","Central Coast",1953,2013,247.105263157895,19,16,259.404761904762,21,18,266.222222222222,18,14,2,2,2
"4803","Quilgauw Creek (Upper Nass) Chum_CM-31","Quilgauw Creek (Upper Nass) Chum",48187,"Chum",55.0225312009773,-129.568364957792,"LOWER NASS","LNASS","CM-31",405,"N","Nass",1973,1973,196,1,1,227,1,1,258,1,0,3,3,2
"4804","Quilgauw Creek (Upper Nass) Coho_CO-35","Quilgauw Creek (Upper Nass) Coho",48185,"Coho",55.0225312009773,-129.568364957792,"LOWER NASS","LNASS","CO-35",408,"N","Nass",1973,1988,294,14,5,311.285714285714,14,2,338,14,2,1,1,1
"4805","Quinsam River (Campbell River Area) Chinook Run 1_CK-29","Quinsam River (Campbell River Area) Chinook Run 1",52948,"Chinook",50.0375637855404,-125.294162529649,"EAST VANCOUVER ISLAND-NORTH_FA_0.x","NEVI","CK-29",327,"Y","Vancouver Island & Mainland Inlets",1957,2022,270.78,50,32,279.918367346939,49,31,307.06862745098,51,33,1,1,1
"4806","Quinsam River (Campbell River Area) Chum Run 1_CM-4","Quinsam River (Campbell River Area) Chum Run 1",52946,"Chum",50.0375637855404,-125.294162529649,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"Y","Vancouver Island & Mainland Inlets",1957,2022,291.923076923077,52,27,306.394230769231,52,27,337.962264150943,53,27,1,1,1
"4807","Quinsam River (Campbell River Area) Coho Run 1_CO-13","Quinsam River (Campbell River Area) Coho Run 1",52942,"Coho",50.0375637855404,-125.294162529649,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"Y","Vancouver Island & Mainland Inlets",1957,2022,278.941666666667,60,35,305.116666666667,60,35,340.909836065574,61,35,1,1,1
"4808","Quinsam River (Campbell River Area) Pink Run 1_PKE-1","Quinsam River (Campbell River Area) Pink Run 1",52944,"Pink",50.0375637855404,-125.294162529649,"GEORGIA STRAIT","GStr","PKE-1",917,"Y","Vancouver Island & Mainland Inlets",1958,2022,256.45,30,18,265.816666666667,30,18,288.65,30,18,1,1,1
"4809","Quinsam River (Campbell River Area) Pink Run 1_PKO-3","Quinsam River (Campbell River Area) Pink Run 1",52944,"Pink",50.0375637855404,-125.294162529649,"GEORGIA STRAIT","GStr","PKO-3",922,"Y","Vancouver Island & Mainland Inlets",1957,2022,258.951612903226,31,18,265.516129032258,31,18,286.8125,32,18,1,1,1
"4810","Quinsam River (Campbell River Area) Sockeye Run 1_SER-08","Quinsam River (Campbell River Area) Sockeye Run 1",52940,"Sockeye",50.0375637855404,-125.294162529649,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1968,2022,258.928571428571,35,13,266.171428571429,35,13,286.347222222222,36,13,1,1,1
"4811","Quinsam River (Campbell River Area) Steelhead_NA","Quinsam River (Campbell River Area) Steelhead",2960,"Steelhead",NA,NA,NA,NA,NA,NA,NA,NA,2000,2001,411,2,0,449,2,0,121,2,0,2,2,2
"4812","Raft River (Clearwater) Chinook Run 1_CK-19","Raft River (Clearwater) Chinook Run 1",46718,"Chinook",51.6320651503375,-119.9923028061,"NORTH THOMPSON_SU_1.3","NTh-sum","CK-19",319,"Y","Fraser",1953,2014,234.3125,48,22,250,52,26,265.642857142857,49,22,1,1,1
"4813","Raft River (Clearwater) Coho_CO-9","Raft River (Clearwater) Coho",46712,"Coho",51.6320651503375,-119.9923028061,"NORTH THOMPSON","NTHOM","CO-9",709,"Y","Fraser",1975,2013,303.214285714286,28,17,319.95,30,19,333.886363636364,22,11,1,1,1
"4814","Raft River (Clearwater) Summer Sockeye_SEL-10-01","Raft River (Clearwater) Summer Sockeye",46710,"Sockeye",51.6320651503375,-119.9923028061,"KAMLOOPS-EARLY SUMMER TIMING","Kamloops-ES","SEL-10-01",740,"Y","Fraser",1938,2022,237,1,1,246.279761904762,84,40,258,1,1,3,1,3
"4815","Railroad Creek (Squamish) Coho_CO-4","Railroad Creek (Squamish) Coho",46148,"Coho",50.5305498714718,-123.05185439902,"LILLOOET","LILL","CO-4",704,"N","Fraser",1956,1992,300.833333333333,36,10,310.611111111111,36,10,345.305555555556,36,9,1,1,1
"4816","Railroad Creek (Squamish) Late Sockeye_SEL-04-01","Railroad Creek (Squamish) Late Sockeye",46147,"Sockeye",50.5305498714718,-123.05185439902,"LILLOOET/HARRISON-LATE TIMING","Lillooet/Harrison-L","SEL-04-01",716,"N","Fraser",1962,2004,276.545454545455,11,2,278.285714285714,28,11,317.363636363636,11,2,1,1,1
"4817","Railway Creek (Mission) Chum_CM-9004","Railway Creek (Mission) Chum",46972,"Chum",49.177673,-122.132936,"INTERIOR FRASER<<BIN>>","IntFr","CM-9004",NA,"N","Fraser",1990,2020,312.2,5,4,328.636363636364,11,10,355.535714285714,14,13,2,2,2
"4818","Rainbow Creek (Bella Bella) Chum_CM-15","Rainbow Creek (Bella Bella) Chum",51883,"Chum",52.4516767717227,-127.728136003545,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"N","Central Coast",1954,2022,242.133333333333,15,15,262.052631578947,19,18,283.692307692308,13,13,3,2,3
"4819","Rainbow Creek (Bella Bella) Coho_CO-30","Rainbow Creek (Bella Bella) Coho",51881,"Coho",52.4516767717227,-127.728136003545,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"N","Central Coast",2020,2020,NA,0,0,NA,0,0,NA,0,0,3,3,3
"4820","Rainbow Creek (Bella Bella) Pink_PKO-13","Rainbow Creek (Bella Bella) Pink",51882,"Pink",52.4516767717227,-127.728136003545,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1983,2022,256.666666666667,3,3,266.5,8,7,282.125,4,4,3,2,3
"4821","Rainbow Creek (Port Hardy) Chum Run 1_CM-8","Rainbow Creek (Port Hardy) Chum Run 1",49550,"Chum",51.1342418889905,-126.720256086952,"SOUTHERN COASTAL STREAMS","SCS","CM-8",900,"Y","Vancouver Island & Mainland Inlets",1933,2003,247.979166666667,24,21,265.104166666667,24,21,286.458333333333,24,21,2,2,2
"4822","Rainbow Creek (Port Hardy) Coho Run 1_CO-12","Rainbow Creek (Port Hardy) Coho Run 1",49546,"Coho",51.1342418889905,-126.720256086952,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1933,2003,268.175,20,18,289.1,20,18,313.525,20,18,2,2,2
"4823","Rainbow Creek (Port Hardy) Coho Run 2_CO-12","Rainbow Creek (Port Hardy) Coho Run 2",49547,"Coho",51.1342418889905,-126.720256086952,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"Y","Vancouver Island & Mainland Inlets",1994,1997,314.333333333333,3,3,332,3,3,347.666666666667,3,3,3,3,3
"4824","Rainbow Creek (Port Hardy) Pink Run 1_PKE-4","Rainbow Creek (Port Hardy) Pink Run 1",49548,"Pink",51.1342418889905,-126.720256086952,"SOUTHERN FJORDS","SFj","PKE-4",920,"N","Vancouver Island & Mainland Inlets",1972,1990,258.5,2,2,263.5,2,2,268.5,2,2,3,3,3
"4825","Rainbow Creek (Port Hardy) Pink Run 1_PKO-8","Rainbow Creek (Port Hardy) Pink Run 1",49548,"Pink",51.1342418889905,-126.720256086952,"HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","HK_RSI_BCD","PKO-8",610,"N","Vancouver Island & Mainland Inlets",1961,1961,227,1,1,258,1,1,258,1,1,3,3,3
"4826","Rainy Creek (Upper Nass) Coho_CO-37","Rainy Creek (Upper Nass) Coho",43641,"Coho",55.9352385138678,-130.001204667466,"PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL","PORT","CO-37",410,"N","Nass",1976,2003,280.03125,16,6,294.588235294118,17,6,327.46875,16,6,1,1,1
"4827","Rainy River Chum_CM-3","Rainy River Chum",50116,"Chum",49.5220827194418,-123.481310328472,"HOWE SOUND-BURRARD INLET","HOWE","CM-3",905,"N","Vancouver Island & Mainland Inlets",1971,1987,297.857142857143,7,4,312,9,5,333,8,4,2,2,2
"4828","Rainy River Coho_CO-10","Rainy River Coho",50112,"Coho",49.5220827194418,-123.481310328472,"HOWE SOUND-BURRARD INLET","Howe-Burrard","CO-10",907,"N","Vancouver Island & Mainland Inlets",1971,1987,303.2,5,3,329.8,5,3,355,5,3,2,2,2
"4829","Rainy River Pink_PKO-3","Rainy River Pink",50114,"Pink",49.5220827194418,-123.481310328472,"GEORGIA STRAIT","GStr","PKO-3",922,"N","Vancouver Island & Mainland Inlets",1973,1973,213,1,1,237,1,1,248,1,1,3,3,3
"4830","Raley Creek (Kitimat-Butedale) Chum_CM-20","Raley Creek (Kitimat-Butedale) Chum",50428,"Chum",54.1802851599168,-128.681000099189,"DOUGLAS-GARDNER","DOUG","CM-20",508,"N","Central Coast",1989,1989,237,1,1,237,1,1,258,1,1,3,3,3
"4831","Raley Creek (Kitimat-Butedale) Coho_CO-29","Raley Creek (Kitimat-Butedale) Coho",50426,"Coho",54.1802851599168,-128.681000099189,"DOUGLAS CHANNEL-KITIMAT ARM","DOUG","CO-29",522,"N","Central Coast",1989,1989,298,1,1,319,1,1,335,1,1,3,3,3
"4832","Ranger Creek (Chilliwack) Chum_CM-2","Ranger Creek (Chilliwack) Chum",45698,"Chum",49.0795697224834,-121.720536975906,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",1986,1993,312.5,2,1,338.666666666667,3,1,352,3,1,2,2,2
"4833","Ranger Creek (Chilliwack) Coho_CO-47","Ranger Creek (Chilliwack) Coho",45697,"Coho",49.0795697224834,-121.720536975906,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1986,1993,327.333333333333,3,2,350.25,4,2,371.25,4,2,2,2,2
"4834","Raspberry Cove Creek (Sandspit) Chum_CM-21","Raspberry Cove Creek (Sandspit) Chum",43078,"Chum",52.1674198002488,-131.0812732707,"EAST HG","EHG","CM-21",801,"N","Haida Gwaii",1958,1987,273.941176470588,17,12,283.333333333333,21,14,295.222222222222,18,6,1,1,1
"4835","Raspberry Cove Creek (Sandspit) Coho_NA","Raspberry Cove Creek (Sandspit) Coho",43076,"Coho",NA,NA,NA,NA,NA,NA,NA,NA,1987,1987,278,1,1,288,1,1,309,1,1,3,3,3
"4836","Raspberry Cove Creek (Sandspit) Pink_PKE-10","Raspberry Cove Creek (Sandspit) Pink",43077,"Pink",52.1674198002488,-131.0812732707,"EAST HAIDA GWAII","EHG","PKE-10",811,"N","Haida Gwaii",1958,1984,254.833333333333,6,6,265.5,6,6,273.5,6,3,3,3,2
"4837","Rawlinson Anchorage Creek (Grenville Principe) Chum_CM-18","Rawlinson Anchorage Creek (Grenville Principe) Chum",44353,"Chum",53.5670602291472,-130.514238057211,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1953,1993,241.909090909091,33,24,252.733333333333,30,21,271.6,30,17,1,1,1
"4838","Rawlinson Anchorage Creek (Grenville Principe) Coho_CO-27","Rawlinson Anchorage Creek (Grenville Principe) Coho",44351,"Coho",53.5670602291472,-130.514238057211,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1974,1989,258.2,5,1,282.2,5,0,313,5,0,2,1,1
"4839","Rawlinson Anchorage Creek (Grenville Principe) Pink_PKE-5","Rawlinson Anchorage Creek (Grenville Principe) Pink",44352,"Pink",53.5670602291472,-130.514238057211,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1954,1990,234,17,12,244.4,15,11,264.6,15,10,1,2,1
"4840","Rawlinson Anchorage Creek (Grenville Principe) Pink_PKO-12","Rawlinson Anchorage Creek (Grenville Principe) Pink",44352,"Pink",53.5670602291472,-130.514238057211,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1953,1985,229.538461538462,13,10,243.615384615385,13,9,262.166666666667,12,7,2,2,1
"4841","Read Creek (Campbell River Area) Chum Run 1_CM-6","Read Creek (Campbell River Area) Chum Run 1",50706,"Chum",50.5363944985246,-125.779052879934,"LOUGHBOROUGH","LOUGH","CM-6",902,"N","Vancouver Island & Mainland Inlets",1953,2006,266.0375,40,23,288.8625,40,23,315.75,42,24,1,1,1
"4842","Read Creek (Campbell River Area) Coho Run 1_CO-12","Read Creek (Campbell River Area) Coho Run 1",50702,"Coho",50.5363944985246,-125.779052879934,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1953,2006,263.817073170732,41,24,289.2125,40,24,319.939024390244,41,23,1,1,1
"4843","Read Creek (Campbell River Area) Pink Run 1_PKE-4","Read Creek (Campbell River Area) Pink Run 1",50704,"Pink",50.5363944985246,-125.779052879934,"SOUTHERN FJORDS","SFj","PKE-4",920,"Y","Vancouver Island & Mainland Inlets",1954,2006,254.727272727273,22,13,277.090909090909,22,13,286.5,22,12,1,1,1
"4844","Read Creek (Campbell River Area) Pink Run 1_PKO-7","Read Creek (Campbell River Area) Pink Run 1",50704,"Pink",50.5363944985246,-125.779052879934,"SOUTHERN FJORDS","SC+SFj","PKO-7",926,"N","Vancouver Island & Mainland Inlets",1955,2003,253.125,20,12,276.075,20,12,283.025,20,12,1,1,1
"4845","Reak Creek (Bella Bella) Chum_CM-18","Reak Creek (Bella Bella) Chum",42728,"Chum",52.7067568669854,-128.307308873831,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1992,1993,273.5,2,2,283.5,2,2,293.5,2,2,3,3,3
"4846","Reay Creek Coho_CO-13","Reay Creek Coho",40077,"Coho",48.6338930968265,-123.406913842071,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1987,1996,315.625,8,8,327.375,8,7,333.428571428571,7,6,3,2,2
"4847","Red Bluff Creek Chum_CM-18","Red Bluff Creek Chum",3298,"Chum",53.4756773938104,-129.515640744785,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",2007,2012,258.5,1,1,258.5,1,1,NA,0,0,3,3,3
"4848","Red Bluff Creek Coho_CO-27","Red Bluff Creek Coho",3296,"Coho",53.4756773938104,-129.515640744785,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",2003,2014,258.5,1,1,288.5,1,1,288.5,1,1,3,3,3
"4849","Red Bluff Creek Pink_PKO-12","Red Bluff Creek Pink",3297,"Pink",53.4756773938104,-129.515640744785,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",2007,2013,258.5,1,1,258.5,1,1,NA,0,0,3,3,3
"4850","Refuge Cove Creek (Powell River Area) Chum Run 1_CM-4","Refuge Cove Creek (Powell River Area) Chum Run 1",49150,"Chum",50.1513652914311,-124.845924074856,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1953,1970,305.1875,16,3,316.666666666667,15,3,336.25,16,3,1,1,1
"4851","Refuge Cove Creek (Powell River Area) Coho Run 1_CO-11","Refuge Cove Creek (Powell River Area) Coho Run 1",49146,"Coho",50.1513652914311,-124.845924074856,"GEORGIA STRAIT MAINLAND","SC+GStr","CO-11",908,"N","Vancouver Island & Mainland Inlets",1955,1976,304.55,20,5,329.65,20,5,337.9,20,5,1,1,1
"4852","Refuge Cove Creek (Powell River Area) Sockeye Run 1_SER-08","Refuge Cove Creek (Powell River Area) Sockeye Run 1",49144,"Sockeye",50.1513652914311,-124.845924074856,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1958,1958,NA,0,0,227,1,0,NA,0,0,3,2,3
"4853","Reg Christie Creek (Clearwater) Coho_CO-9","Reg Christie Creek (Clearwater) Coho",46722,"Coho",51.5989751131563,-119.67374088663,"NORTH THOMPSON","NTHOM","CO-9",709,"Y","Fraser",1976,2014,301.388888888889,27,17,315.068965517241,29,19,330.175,20,10,1,1,1
"4854","Reinecker Creek (Shuswap Lake Shore) Late Sockeye_SEL-09-03","Reinecker Creek (Shuswap Lake Shore) Late Sockeye",3406,"Sockeye",50.7934603604942,-119.196203195305,"SHUSWAP COMPLEX-LATE TIMING","Shuswap Complex-L","SEL-09-03",739,"N","Fraser",2002,2022,NA,0,0,292.166666666667,9,9,NA,0,0,3,3,3
"4855","Reiseter Creek (Smithers) Coho_CO-33","Reiseter Creek (Smithers) Coho",49160,"Coho",54.9122990845644,-127.210359994681,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",1953,1976,270.846153846154,13,1,286.9,10,1,315.181818181818,11,1,1,1,1
"4856","Renfrew Creek Chinook_CK-31","Renfrew Creek Chinook",40283,"Chinook",48.5816871607417,-124.341736602927,"WEST VANCOUVER ISLAND-SOUTH_FA_0.x","SWVI","CK-31",328,"N","Vancouver Island & Mainland Inlets",1990,1990,303,1,1,NA,0,0,319,1,0,3,3,2
"4857","Renfrew Creek Chum_CM-10","Renfrew Creek Chum",40281,"Chum",48.5816871607417,-124.341736602927,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1980,1997,302.0625,8,8,318.928571428571,7,7,330.8125,8,7,3,3,2
"4858","Renfrew Creek Coho_CO-16","Renfrew Creek Coho",40277,"Coho",48.5816871607417,-124.341736602927,"JUAN DE FUCA-PACHENA","JdF","CO-16",913,"Y","Vancouver Island & Mainland Inlets",1980,1997,304.125,8,8,315.357142857143,7,7,349.4375,8,7,3,3,2
"4859","Renfrew Creek Sockeye_SEL-13-07","Renfrew Creek Sockeye",40275,"Sockeye",48.5816871607417,-124.341736602927,"FAIRY","Fairy","SEL-13-07",951,"N","Vancouver Island & Mainland Inlets",1980,1990,284.75,4,4,279,3,3,294,4,3,3,3,2
"4860","Rennell Creek (West Coast QCI) Chum_CM-23","Rennell Creek (West Coast QCI) Chum",42648,"Chum",53.2910225607851,-132.427711061357,"WEST HAIDA GWAII","WHG","CM-23",803,"Y","Haida Gwaii",1952,2020,266.133333333333,30,19,280.435483870968,31,17,293.177419354839,31,17,1,1,1
"4861","Rennell Creek (West Coast QCI) Coho_CO-24","Rennell Creek (West Coast QCI) Coho",42646,"Coho",53.2910225607851,-132.427711061357,"HG-WEST","WHG","CO-24",808,"N","Haida Gwaii",1980,1989,284,1,1,295,1,1,309,1,1,3,3,3
"4862","Rennell Creek (West Coast QCI) Pink_PKE-11","Rennell Creek (West Coast QCI) Pink",42647,"Pink",53.2910225607851,-132.427711061357,"WEST HAIDA GWAII","WHG","PKE-11",812,"N","Haida Gwaii",1970,1988,243,2,1,261,2,1,271,2,1,2,2,2
"4863","Rennell Creek (West Coast QCI) Pink_PKO-11","Rennell Creek (West Coast QCI) Pink",42647,"Pink",53.2910225607851,-132.427711061357,"WEST HAIDA GWAII","WHG","PKO-11",815,"N","Haida Gwaii",1959,1989,240.5,2,1,253.5,2,1,272.5,2,1,2,2,2
"4864","Rennell Creek (West Coast QCI) Sockeye_SER-14","Rennell Creek (West Coast QCI) Sockeye",42645,"Sockeye",53.2910225607851,-132.427711061357,"WEST HAIDA GWAII","WHG","SER-14",818,"N","Haida Gwaii",1988,1988,NA,0,0,NA,0,0,NA,0,0,3,3,3
"4865","Rescue Bay Creeks (Bella Bella) Chum_CM-18","Rescue Bay Creeks (Bella Bella) Chum",48433,"Chum",52.5155980621884,-128.295139834782,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",1992,2022,260.071428571429,7,7,270.7,5,5,286.25,4,4,3,3,3
"4866","Rescue Bay Creeks (Bella Bella) Pink_PKO-12","Rescue Bay Creeks (Bella Bella) Pink",48432,"Pink",52.5155980621884,-128.295139834782,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",2009,2021,248.5,1,1,263.5,2,2,278.5,1,1,3,3,3
"4867","Return Channel Creeks (Bella Bella) Chum_NA","Return Channel Creeks (Bella Bella) Chum",45931,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,1983,1989,271.5,2,2,269.666666666667,3,3,296.5,2,2,3,3,3
"4868","Return Channel Creeks (Bella Bella) Pink_NA","Return Channel Creeks (Bella Bella) Pink",45930,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,1983,1984,269,1,1,279,1,1,289,1,1,3,3,3
"4869","Richards Creek (Vancouver) Chinook_CK-20","Richards Creek (Vancouver) Chinook",49823,"Chinook",49.3846381044483,-122.86316864657,"SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","SMn-GStr","CK-20",320,"N","Vancouver Island & Mainland Inlets",1985,1993,278.5,4,3,295.125,8,4,311.4,5,4,2,2,2
"4870","Richards Creek (Vancouver) Chum_CM-3","Richards Creek (Vancouver) Chum",49822,"Chum",49.3846381044483,-122.86316864657,"HOWE SOUND-BURRARD INLET","HOWE","CM-3",905,"N","Vancouver Island & Mainland Inlets",1993,1993,NA,0,0,NA,0,0,NA,0,0,3,3,3
"4871","Richards Creek (Vancouver) Coho_CO-10","Richards Creek (Vancouver) Coho",49820,"Coho",49.3846381044483,-122.86316864657,"HOWE SOUND-BURRARD INLET","Howe-Burrard","CO-10",907,"N","Vancouver Island & Mainland Inlets",1982,1989,290.25,4,2,312.285714285714,7,2,348,6,2,2,1,2
"4872","Richards Creek Chum_CM-4","Richards Creek Chum",226,"Chum",48.807947117493,-123.696716176587,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1998,1998,NA,0,0,NA,0,0,NA,0,0,3,3,3
"4873","Richards Creek Coho_CO-13","Richards Creek Coho",228,"Coho",48.807947117493,-123.696716176587,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1990,2004,340,2,2,350.2,5,5,373.125,4,4,3,3,3
"4874","Richardson Creek (Sandspit) Chum_CM-21","Richardson Creek (Sandspit) Chum",43283,"Chum",52.6812445768224,-131.556481214667,"EAST HG","EHG","CM-21",801,"Y","Haida Gwaii",1953,2022,278.216981132075,53,44,289.663636363636,55,43,301.679245283019,53,35,1,1,1
"4875","Richardson Creek (Sandspit) Coho_CO-23","Richardson Creek (Sandspit) Coho",43281,"Coho",52.6812445768224,-131.556481214667,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1964,2016,284.55,10,7,294.772727272727,11,6,313.15,10,4,2,1,1
"4876","Richardson Creek (Sandspit) Pink_PKE-10","Richardson Creek (Sandspit) Pink",43282,"Pink",52.6812445768224,-131.556481214667,"EAST HAIDA GWAII","EHG","PKE-10",811,"N","Haida Gwaii",1974,1974,274,1,0,288,1,0,293,1,0,2,2,2
"4877","Richardson Creek (Sandspit) Pink_PKO-9","Richardson Creek (Sandspit) Pink",43282,"Pink",52.6812445768224,-131.556481214667,"EAST HAIDA GWAII","EHG","PKO-9",813,"N","Haida Gwaii",1975,1987,258,2,1,259.5,2,1,280.5,2,1,2,2,2
"4878","Richfield Creek (Smithers) Chinook_CK-55","Richfield Creek (Smithers) Chinook",49228,"Chinook",54.507688431811,-126.344054094029,"UPPER BULKLEY RIVER","MSK-UprBulk","CK-55",221,"N","Skeena",1955,1955,236,1,0,NA,0,0,NA,0,0,2,3,3
"4879","Richfield Creek (Smithers) Coho_CO-33","Richfield Creek (Smithers) Coho",49225,"Coho",54.507688431811,-126.344054094029,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",1953,1978,273.636363636364,11,2,291.625,8,2,317.3,10,1,1,1,1
